sample,Site,Date,Watershed,WsAreaSqKm,tt_hr,streamorde,COMID,q_daily_cms,q_daily_mm,Twat_degC,DOC_mgL,mon,depth,vf_md,Da
RC2_0070,T03,2021-07-15,Yakima,8977.0689,110.4557615,7,78018211.0,102.8016,1.1451577474246631e-05,18.27,1.26,7,0.9184137959968512,0.047667283771797804,0.23886864099276198
RC2_0071,T02,2021-07-15,Yakima,13461.462,190.9970969,7,78018972.0,26.84736,1.994386642401843e-06,25.2,1.88,7,1.017326082908727,0.07706092046404221,0.6028226159220237
RC2_0072,T07,2021-07-15,Yakima,14144.7249,221.4469246,7,78018963.0,20.16384,1.4255377989005642e-06,25.0,1.93,7,1.0797143856406828,0.076,0.6494760131870972
RC2_0073,T07,2021-07-22,Yakima,14144.7249,226.5906438,7,78018963.0,16.65216,1.177269979990915e-06,22.97,1.88,7,1.0797143856406828,0.06602440607144736,0.5773329532484259
RC2_0074,T02,2021-07-22,Yakima,13461.462,190.0060997,7,78018972.0,28.0368,2.082745544280406e-06,22.7,1.81,7,1.017326082908727,0.06480025177436471,0.5042812438278331
RC2_0075,T03,2021-07-22,Yakima,8977.0689,110.0607776,7,78018211.0,105.9168,1.1798594973466228e-05,16.3,1.21,7,0.9184137959968512,0.0415831606479081,0.20763493790068313
RC2_0076,T42,2021-07-22,Yakima,2465.9001,31.99471851,6,78017687.0,1.962576,7.9588625670602e-07,17.37,0.97,7,0.6337129959613758,0.04478449749684392,0.0942111150312339
RC2_0077,T05P,2021-07-22,Yakima,383.8644,66.32092074,4,78018214.0,14.49984,3.777333871023205e-05,18.0,0.92,7,0.8340679327355082,0.046783487707106816,0.15499956390381248
RC2_0078,T06,2021-07-22,Yakima,206.2035,22.14844652,3,78017752.0,2.60544,1.263528504608312e-05,14.8,0.44,7,0.5864267245356132,0.03747684277074765,0.05897680911623885
RC2_0079,T06,2021-07-29,Yakima,206.2035,22.64072644,3,78017752.0,2.169312,1.0520248201412682e-05,16.1,0.46,7,0.5864267245356132,0.041010672987168234,0.0659723961362532
RC2_0080,T05P,2021-07-29,Yakima,383.8644,66.83654532,4,78018214.0,13.5936,3.541250504084255e-05,19.1,1.09,7,0.8340679327355082,0.05049006093566744,0.168580455374731
RC2_0081,T42,2021-07-29,Yakima,2465.9001,32.62514469,6,78017687.0,1.668048,6.764458949492723e-07,18.5,1.07,7,0.6337129959613758,0.048433303838131964,0.1038945308315154
RC2_0082,T03,2021-07-29,Yakima,8977.0689,110.6397552,7,78018211.0,101.3856,1.1293842247328637e-05,18.43,1.24,7,0.9184137959968512,0.04819887317438295,0.2419348605975871
RC2_0083,T02,2021-07-29,Yakima,13461.462,186.2350686,7,78018972.0,33.1344,2.4614265523313885e-06,22.67,1.82,7,1.017326082908727,0.0646656434424971,0.4932460834052077
RC2_0084,T07,2021-07-29,Yakima,14144.7249,225.9517314,7,78018963.0,17.04864,1.2053002176097466e-06,23.73,1.85,7,1.0797143856406828,0.0695957601677776,0.6068457670049091
RC2_0085,T06,2021-08-12,Yakima,206.2035,23.24064218,3,78017752.0,1.744512,8.46014737868174e-06,14.87,0.37,8,0.5275559337673066,0.037659123404035,0.06912554636589512
RC2_0086,T05P,2021-08-12,Yakima,383.8644,63.74782078,4,78018214.0,20.16384,5.252854914391645e-05,17.77,0.75,8,0.7567781654570475,0.04604356109634923,0.16160485853156104
RC2_0087,T42,2021-08-12,Yakima,2465.9001,33.14731211,6,78017687.0,1.461312,5.926079487161706e-07,16.6,0.83,8,0.5714104526411283,0.04245691124674436,0.10262124784218475
RC2_0088,T03,2021-08-12,Yakima,8977.0689,111.1319354,7,78018211.0,97.704,1.088373065734184e-05,21.1,1.13,8,0.8149155558722079,0.057997849940501264,0.3295542539388291
RC2_0089,T02,2021-08-12,Yakima,13461.462,186.044967,7,78018972.0,33.4176,2.482464386111999e-06,23.0,1.66,8,0.8970429098043871,0.06616184281050543,0.5717432674162637
RC2_0090,T07,2021-08-12,Yakima,14144.7249,223.7164518,7,78018963.0,18.52128,1.309412528765406e-06,24.53,1.63,8,0.9509456255400666,0.07356397404392405,0.7211011339400261
RC2_0091,T06,2021-08-18,Yakima,206.2035,23.51807147,3,78017752.0,1.580256,7.663575060559109e-06,14.37,0.39,8,0.5275559337673066,0.036376315411421306,0.0675679369477698
RC2_0092,T05P,2021-08-18,Yakima,383.8644,63.74782078,4,78018214.0,20.16384,5.252854914391645e-05,17.33,0.84,8,0.7567781654570475,0.044660500479951286,0.15675055730177875
RC2_0093,T42,2021-08-18,Yakima,2465.9001,33.46982545,6,78017687.0,1.348032,5.466693480404985e-07,16.37,1.06,8,0.5714104526411283,0.04178541367395295,0.10198087436965397
RC2_0094,T03,2021-08-18,Yakima,8977.0689,110.9783128,7,78018211.0,98.8368,1.100991883887624e-05,18.3,1.25,8,0.8149155558722079,0.04776650823182948,0.2710427302209865
RC2_0095,T02,2021-08-18,Yakima,13461.462,180.4772796,7,78018972.0,43.0464,3.1977507346527443e-06,21.23,1.81,8,0.8970429098043871,0.05852282524194145,0.4905952741470587
RC2_0096,T07,2021-08-18,Yakima,14144.7249,209.9560991,7,78018963.0,31.4352,2.22239741120734e-06,21.83,1.81,8,0.9509456255400666,0.061008041542412454,0.5612400467473758
RC2_0097,T07,2021-09-07,Yakima,14144.7249,201.710009,7,78018963.0,43.896,3.1033477363706103e-06,19.9,1.79,9,0.9123692324296928,0.05336890527804389,0.49162489909587925
RC2_0098,T02,2021-09-07,Yakima,13461.462,181.0557663,7,78018972.0,41.9136,3.113599399530304e-06,20.6,1.76,9,0.8624061614665609,0.05602223025706184,0.49006045924359337
RC2_0099,T03,2021-09-08,Yakima,8977.0689,114.1479403,7,78018211.0,78.1632,8.706984525873473e-06,16.8,1.42,9,0.7869041774010201,0.04304958764124035,0.2601980171758813
RC2_0100,T42,2021-09-08,Yakima,2465.9001,34.07471397,6,78017687.0,1.16112,4.708706569256394e-07,19.07,1.0,9,0.5461809064034642,0.050385178891349004,0.1309746565439981
RC2_0101,T06,2021-09-16,Yakima,206.2035,24.47657295,3,78017752.0,1.1328,5.493602193949182e-06,9.43,0.44,9,0.5037715866939106,0.025829136596228035,0.05228963241407272
RC2_0103,T42,2021-09-16,Yakima,2465.9001,34.17583095,6,78017687.0,1.1328,4.5938600675672156e-07,16.6,1.0,9,0.5461809064034642,0.04245691124674436,0.11069288920699612
RC2_0104,T03,2021-09-16,Yakima,8977.0689,115.5668425,7,78018211.0,70.5168,7.855214300516286e-06,15.0,1.38,9,0.7869041774010201,0.038,0.2325325487058421
RC2_0105,T02,2021-09-16,Yakima,13461.462,175.9319939,7,78018972.0,53.2416,3.95511275075471e-06,17.7,1.74,9,0.8624061614665609,0.0458206974522489,0.3894784453492572
RC2_0106,T07,2021-09-16,Yakima,14144.7249,194.4916395,7,78018963.0,59.472,4.204535642824698e-06,17.9,1.93,9,0.9123692324296928,0.0464603305522986,0.41266853829766137
RC2_0107,T06,2021-09-23,Yakima,206.2035,24.21145651,3,78017752.0,1.240416,6.015494402374353e-06,8.97,0.45,9,0.5037715866939106,0.02501857151912562,0.050100091016519646
RC2_0108,T05P,2021-09-23,Yakima,383.8644,62.549381,4,78018214.0,23.61888,6.152922750846393e-05,11.23,0.84,9,0.7247408361217078,0.029261412620970716,0.10522630731131803
RC2_0109,T42,2021-09-23,Yakima,2465.9001,33.97632224,6,78017687.0,1.18944,4.823553070945576e-07,15.03,0.99,9,0.5461809064034642,0.03807910099302604,0.09869957850198957
RC2_0110,T03,2021-09-23,Yakima,8977.0689,117.6209151,7,78018211.0,60.888,6.782614757473901e-06,14.4,1.5,9,0.7869041774010201,0.03645203653436004,0.22702477726231596
RC2_0111,T02,2021-09-23,Yakima,13461.462,179.9155972,7,78018972.0,44.1792,3.281902069775185e-06,15.93,1.63,9,0.8624061614665609,0.04053025967160705,0.35231011206907414
RC2_0112,T07,2021-09-23,Yakima,14144.7249,202.1836451,7,78018963.0,43.0464,3.0432829414731145e-06,15.9,1.66,9,0.9123692324296928,0.04044606693322768,0.37345686336245776
RC2_0113,T06,2021-09-30,Yakima,206.2035,24.04449455,3,78017752.0,1.314048,6.372578544981051e-06,9.07,0.8,9,0.5037715866939106,0.025192589445674502,0.05010067191381674
RC2_0114,T05P,2021-09-30,Yakima,383.8644,63.99950804,4,78018214.0,19.51248,5.083169994404274e-05,10.77,1.0,9,0.7247408361217078,0.028343136507137844,0.10428709491487133
RC2_0115,T42,2021-09-30,Yakima,2465.9001,33.74139861,6,78017687.0,1.26024,5.110669325168526e-07,14.2,1.23,9,0.5461809064034642,0.035950190575572645,0.09253723568620222
RC2_0116,T03,2021-09-30,Yakima,8977.0689,119.9176305,7,78018211.0,51.8256,5.773109305198716e-06,13.53,1.64,9,0.7869041774010201,0.03431880738576925,0.2179124950172752
RC2_0117,T02,2021-09-30,Yakima,13461.462,178.1957583,7,78018972.0,47.8608,3.555393908923117e-06,15.03,1.87,9,0.8624061614665609,0.03807910099302604,0.32783925660655105
RC2_0118,T07,2021-09-30,Yakima,14144.7249,201.5544081,7,78018963.0,44.1792,3.123369334669775e-06,15.5,1.98,9,0.9123692324296928,0.03934006710597235,0.36211417384178196
RC2_0119,T06,2021-10-07,Yakima,206.2035,24.25156446,3,78017752.0,1.223424,5.933090369465117e-06,5.8,0.81,10,0.5288569178164727,0.020083342770666226,0.03837305086427516
RC2_0120,T05P,2021-10-07,Yakima,383.8644,63.73172374,4,78018214.0,20.20632,5.263921322216908e-05,6.83,1.04,10,0.7627047485657139,0.021569599940775227,0.07509829257831563
RC2_0121,T42,2021-10-07,Yakima,2465.9001,34.07471397,6,78017687.0,1.16112,4.708706569256394e-07,11.83,1.15,10,0.5722310440279417,0.03050402077120623,0.0756844484380914
RC2_0122,T03,2021-10-07,Yakima,8977.0689,120.3169375,7,78018211.0,50.4096,5.615374078280718e-06,11.33,1.75,10,0.8630946142112079,0.02946494184118618,0.17114440620486845
RC2_0123,T02,2021-10-07,Yakima,13461.462,184.0657571,7,78018972.0,36.5328,2.7138805576987108e-06,15.3,1.89,10,0.9407704214474308,0.03879846077687334,0.3162952004726029
RC2_0124,T07,2021-10-07,Yakima,14144.7249,215.1353953,7,78018963.0,25.65792,1.8139568059043693e-06,13.7,1.79,10,0.9921900128818056,0.03472559510871722,0.31372958362091014
RC2_0125,T06,2021-10-13,Yakima,206.2035,24.41130589,3,78017752.0,1.158288,5.617208243313039e-06,5.17,0.47,10,0.5288569178164727,0.019225210819511646,0.03697538394478216
RC2_0126,T05P,2021-10-13,Yakima,383.8644,64.19510306,4,78018214.0,19.022544,4.955537424152904e-05,5.83,0.8,10,0.7627047485657139,0.02012514835899365,0.07057864218498411
RC2_0127,T42,2021-10-13,Yakima,2465.9001,33.97632224,6,78017687.0,1.18944,4.823553070945576e-07,10.43,0.95,10,0.5722310440279417,0.027682983164062206,0.06848675652684626
RC2_0128,T03,2021-10-13,Yakima,8977.0689,120.8130242,7,78018211.0,48.7104,5.42609180597912e-06,9.63,1.4,10,0.8630946142112079,0.026189697906536986,0.15274767074951615
RC2_0129,T02,2021-10-13,Yakima,13461.462,184.4112111,7,78018972.0,35.9664,2.6718048901374905e-06,11.17,1.59,10,0.9407704214474308,0.02913997053378875,0.2380025072644931
RC2_0130,T07,2021-10-13,Yakima,14144.7249,215.5088342,7,78018963.0,25.28976,1.7879287281154547e-06,11.63,1.73,10,0.9921900128818056,0.030084062903108326,0.2722672925579307
RC2_0131,T06,2021-10-21,Yakima,206.2035,24.38281275,3,78017752.0,1.169616,5.6721442652525296e-06,6.73,0.56,10,0.5288569178164727,0.021420607830763008,0.04114965158291391
RC2_0132,T05P,2021-10-21,Yakima,383.8644,70.18474928,4,78018214.0,9.045408,2.356407106259398e-05,7.5,0.77,10,0.7627047485657139,0.0225949351850517,0.08663355992510423
RC2_0133,T42,2021-10-21,Yakima,2465.9001,34.00556188,6,78017687.0,1.180944,4.789099120438821e-07,9.07,0.92,10,0.5722310440279417,0.025192589445674502,0.06237924409009109
RC2_0134,T03,2021-10-21,Yakima,8977.0689,123.0115139,7,78018211.0,41.9136,4.668962716772732e-06,10.23,1.31,10,0.8630946142112079,0.0273018633543372,0.16213187446900357
RC2_0135,T02,2021-10-21,Yakima,13461.462,173.611085,7,78018972.0,59.472,4.4179450939281335e-06,11.8,1.46,10,0.9407704214474308,0.030440655348405638,0.23406504050056146
RC2_0136,T07,2021-10-21,Yakima,14144.7249,193.1990095,7,78018963.0,62.8704,4.44479482241468e-06,12.07,1.68,10,0.9921900128818056,0.031015715753734262,0.2516405411579845
RC2_0137,T06,2021-10-28,Yakima,206.2035,22.14555934,3,78017752.0,2.608272,1.264901905156799e-05,7.6,0.87,10,0.5288569178164727,0.022752095387759644,0.03969708547692536
RC2_0138,T05P,2021-10-28,Yakima,383.8644,67.91614508,4,78018214.0,11.8944,3.098594191073723e-05,8.03,1.52,10,0.7627047485657139,0.023440436226380434,0.0869703113865003
RC2_0139,T42,2021-10-28,Yakima,2465.9001,32.18844762,6,78017687.0,1.866288,7.568384461316985e-07,8.67,1.03,10,0.5722310440279417,0.02450369676246183,0.057431344673221474
RC2_0140,T03,2021-10-28,Yakima,8977.0689,122.1431767,7,78018211.0,44.4624,4.952886125225128e-06,9.8,1.26,10,0.8630946142112079,0.026500129660657706,0.15625990700687276
RC2_0141,T02,2021-10-28,Yakima,13461.462,174.9475317,7,78018972.0,55.7904,4.144453254780201e-06,11.2,1.45,10,0.9407704214474308,0.02920062844447223,0.22625861359589103
RC2_0142,T07,2021-10-28,Yakima,14144.7249,194.8277482,7,78018963.0,58.6224,4.144470847927202e-06,11.23,1.54,10,0.9921900128818056,0.029261412620970716,0.23940874295239065
RC2_0143,T06,2021-11-04,Yakima,206.2035,21.00668316,3,78017752.0,4.04976,1.963962784336832e-05,6.53,0.89,11,0.6197236304819955,0.021125703992825033,0.029837290129638636
RC2_0144,T05P,2021-11-04,Yakima,383.8644,66.11260952,4,78018214.0,14.884992,3.877669301972259e-05,6.73,1.33,11,0.8847775397697044,0.021420607830763008,0.06669154191972083
RC2_0145,T42,2021-11-04,Yakima,2465.9001,32.00581688,6,78017687.0,1.956912,7.935893266722363e-07,7.73,0.98,11,0.6653506115282987,0.022958039024408905,0.04601526249266557
RC2_0146,T03,2021-11-04,Yakima,8977.0689,121.5054918,7,78018211.0,46.4448,5.173715442910324e-06,8.83,1.27,11,1.0465184080250147,0.024776963969912642,0.11986320424424375
RC2_0147,T02,2021-11-04,Yakima,13461.462,174.9475317,7,78018972.0,55.7904,4.144453254780201e-06,9.0,1.31,11,1.1489298696291808,0.02507065030468499,0.1590628123054375
RC2_0148,T07,2021-11-04,Yakima,14144.7249,194.9409985,7,78018963.0,58.3392,4.124449249628037e-06,8.73,1.39,11,1.2139225141544228,0.024605816978234073,0.16464129281713977
RC2_0149,T06,2021-11-18,Yakima,206.2035,18.57855109,3,78017752.0,11.27136,5.466134182979435e-05,3.4,0.87,11,0.6197236304819955,0.017005476347631474,0.02124180142529388
RC2_0150,T05P,2021-11-18,Yakima,383.8644,54.06132236,4,78018214.0,79.627344,0.00020743612588195208,2.83,1.63,11,0.8847775397697044,0.016346699981617356,0.04161706274110643
RC2_0151,T42,2021-11-18,Yakima,2465.9001,26.46842342,6,78017687.0,9.52968,3.86458478184092e-06,4.47,1.43,11,0.6653506115282987,0.01831466634707222,0.03035744959568799
RC2_0152,T03,2021-11-18,Yakima,8977.0689,105.3383515,7,78018211.0,152.6448,1.700385746176015e-05,4.7,1.48,11,1.0465184080250147,0.01860898565415161,0.07804608184878294
RC2_0153,T02,2021-11-18,Yakima,13461.462,148.1360024,7,78018972.0,223.1616,1.6577813019120804e-05,5.7,2.01,11,1.1489298696291808,0.01994461698883828,0.10714738080137721
RC2_0154,T07,2021-11-18,Yakima,14144.7249,165.3317974,7,78018963.0,230.2416,1.6277559417221327e-05,6.13,2.01,11,1.2139225141544228,0.02054802050618874,0.11660687851737407
RC2_0155,T06,2021-12-02,Yakima,206.2035,19.18146744,3,78017752.0,8.6376,4.188871672886252e-05,4.73,0.72,12,0.6393107214722911,0.018647722213216106,0.023312260666667108
RC2_0156,T05P,2021-12-02,Yakima,383.8644,58.15536058,4,78018214.0,43.338096,0.00011289949263333616,5.1,1.66,12,0.9131459907278529,0.01913215545107766,0.050769419230688485
RC2_0157,T42,2021-12-02,Yakima,2465.9001,26.64562338,6,78017687.0,9.014256,3.6555641487666103e-06,5.97,1.28,12,0.686440454309399,0.020321394669819647,0.03286739497511064
RC2_0158,T03,2021-12-02,Yakima,8977.0689,109.7128312,7,78018211.0,108.7488,1.2114065427302224e-05,7.8,1.32,12,1.0793189180084666,0.02306970280350589,0.09770986002085415
RC2_0159,T02,2021-12-02,Yakima,13461.462,157.6129957,7,78018972.0,133.104,9.887781876886776e-06,8.8,1.55,12,1.1849441351444243,0.024725495253396738,0.1370338644902658
RC2_0160,T07,2021-12-02,Yakima,14144.7249,172.4927792,7,78018963.0,161.7072,1.1432332628823345e-05,8.53,1.56,12,1.2542096359664738,0.024267061424712407,0.13906144382780197
RC2_0163,T42,2021-12-13,Yakima,2465.9001,29.07578987,6,78017687.0,4.355616,1.7663391959795942e-06,1.6,0.92,12,0.686440454309399,0.015010784925404164,0.02649237001881873
RC2_0164,T03,2021-12-13,Yakima,8977.0689,117.1695636,7,78018211.0,62.8704,7.003444075159097e-06,2.83,0.96,12,1.0793189180084666,0.016346699981617356,0.07394075371625583
RC2_0165,T02,2021-12-13,Yakima,13461.462,173.611085,7,78018972.0,59.472,4.4179450939281335e-06,4.7,1.06,12,1.1849441351444243,0.01860898565415161,0.1136033229452953
RC2_0166,T07,2021-12-13,Yakima,14144.7249,183.9575753,7,78018963.0,94.5888,6.687213831921186e-06,4.23,1.11,12,1.2542096359664738,0.01801251233744426,0.1100805505859547
RC2_0167,T07,2021-12-13,Yakima,14144.7249,193.7278615,7,78018963.0,61.4544,4.344686830918854e-06,4.23,1.03,12,1.2542096359664738,0.01801251233744426,0.11592710777461292
RC2_0177,T02,2022-01-13,Yakima,13461.462,165.3661061,7,78018972.0,89.208,6.6269176408922e-06,2.7,2.33,1,1.1890002731210187,0.01620006294359118,0.09387933530230251
RC2_0178,T07,2022-01-13,Yakima,14144.7249,185.1143733,7,78018963.0,89.7744,6.346846660835376e-06,2.3,1.08,1,1.2583510463527232,0.01575707137047439,0.09658342162159804
RC2_0179,T03,2022-01-27,Yakima,8977.0689,112.2664675,7,78018211.0,89.7744,1.0000413386601055e-05,1.6,0.98,1,1.0849654927541683,0.015010784925404164,0.06471817956545874
RC2_0183,T02,2022-01-27,Yakima,13461.462,162.203253,7,78018972.0,104.784,7.78399849882576e-06,2.2,1.13,1,1.1890002731210187,0.01564822932808389,0.0889470534645982
RC2_0184,T07,2022-01-27,Yakima,14144.7249,177.3048234,7,78018963.0,128.5728,9.089805627821011e-06,2.73,1.16,1,1.2583510463527232,0.016233785076904927,0.09530754568703542
RC2_0187,T42,2022-02-10,Yakima,2465.9001,28.31197293,6,78017687.0,5.43744,2.205052832432263e-06,4.6,1.24,2,0.6828842541884488,0.018480444000833426,0.03192450667132564
RC2_0188,T03,2022-02-10,Yakima,8977.0689,111.3661498,7,78018211.0,96.0048,1.0694448385040244e-05,5.8,2.81,2,1.0686830332077475,0.020083342770666226,0.08720252287096897
RC2_0189,T02,2022-02-10,Yakima,13461.462,167.8643183,7,78018972.0,78.7296,5.8485177910096255e-06,7.67,1.56,2,1.171565441105099,0.022862757493990544,0.13649263151584423
RC2_0190,T07,2022-02-10,Yakima,14144.7249,183.8915933,7,78018963.0,94.872,6.7072354302203504e-06,7.13,1.21,2,1.2423338404088469,0.02202282308618466,0.13582674984224802
RC2_0191,T07,2022-03-01,Yakima,14144.7249,183.0533762,7,78018963.0,98.5536,6.967516208109499e-06,7.53,1.38,3,1.2292408035417193,0.02264196891690688,0.14048945367042406
RC2_0192,T02,2022-03-01,Yakima,13461.462,161.5324997,7,78018972.0,108.4656,8.057490337973691e-06,7.97,1.46,3,1.1558165251601067,0.023343152628467343,0.1359312411353751
RC2_0193,T42,2022-03-01,Yakima,2465.9001,23.47754806,6,78017687.0,25.88448,1.0496970254391085e-05,4.17,3.36,3,0.6834705032345526,0.01793775596385475,0.025673780954269105
RC2_0194,T03,2022-03-01,Yakima,8977.0689,101.473311,7,78018211.0,208.4352,2.3218625402329262e-05,5.63,2.82,3,1.0579316065307225,0.019848079494420398,0.07932343053720345
RC2_0195,T05P,2022-03-10,Yakima,383.8644,54.26035575,4,78018214.0,77.225808,0.0002011799166580699,1.2,1.65,3,0.927667615822412,0.014600314222236116,0.03558288866292846
RC2_0196,T42,2022-03-10,Yakima,2465.9001,26.16530277,6,78017687.0,10.489728,4.25391442256724e-06,2.63,1.72,3,0.6834705032345526,0.016121650132412027,0.025716048636472085
RC2_0197,T03,2022-03-10,Yakima,8977.0689,107.0842073,7,78018211.0,133.104,1.4827111330291786e-05,3.9,1.75,3,1.0579316065307225,0.017605173175917047,0.07425007448041936
RC2_0198,T02,2022-03-10,Yakima,13461.462,154.7016997,7,78018972.0,155.4768,1.154977074555498e-05,5.3,1.82,3,1.1558165251601067,0.01939923038843667,0.10818808783785
RC2_0199,T07,2022-03-10,Yakima,14144.7249,170.6980999,7,78018963.0,176.4336,1.2473455740379936e-05,6.27,1.66,3,1.2292408035417193,0.020748390369167386,0.12005075279649123
RC2_0200,T06,2022-03-24,Yakima,206.2035,19.42977369,3,78017752.0,7.75968,3.763117502855189e-05,3.8,0.87,3,0.6324138643978257,0.017483565361872625,0.022381290256748152
RC2_0201,T05P,2022-03-24,Yakima,383.8644,56.53299668,4,78018214.0,54.861504,0.00014291896826066703,3.03,2.33,3,0.927667615822412,0.01657489140964441,0.04208710574467978
RC2_0202,T42,2022-03-24,Yakima,2465.9001,25.08695741,6,78017687.0,14.89632,6.040925988850887e-06,5.3,2.0,3,0.6834705032345526,0.01939923038843667,0.02966890208613695
RC2_0203,T03,2022-03-24,Yakima,8977.0689,109.3416234,7,78018211.0,111.864,1.2461082926521818e-05,8.67,1.81,3,1.0579316065307225,0.02450369676246183,0.10552328267920245
RC2_0204,T02,2022-03-24,Yakima,13461.462,162.0461461,7,78018972.0,105.6336,7.84711200016759e-06,11.53,1.77,3,1.1558165251601067,0.029876257101332605,0.17452785605732535
RC2_0205,T07,2022-03-24,Yakima,14144.7249,178.8668087,7,78018963.0,119.5104,8.449114482247726e-06,11.77,1.74,3,1.2292408035417193,0.03037742155339395,0.18417575419095406
RC2_0206,T06,2022-04-07,Yakima,206.2035,19.40440084,3,78017752.0,7.84464,3.804319519309808e-05,3.27,0.72,4,0.655467596634691,0.016852929797890846,0.020788022601832202
RC2_0207,T05P,2022-04-07,Yakima,383.8644,55.42878833,4,78018214.0,64.663056,0.00016845285991615787,2.9,1.71,4,0.9584348932040816,0.01642620739484944,0.03958209973406087
RC2_0208,T42,2022-04-07,Yakima,2465.9001,25.60307123,6,78017687.0,12.571248,5.098036209982716e-06,5.37,1.43,4,0.7089070902559226,0.019493584761405672,0.029334805531082447
RC2_0209,T03,2022-04-07,Yakima,8977.0689,107.8471622,7,78018211.0,125.4576,1.3975341104934596e-05,8.77,1.58,4,1.0680317890858524,0.02467413345186779,0.10381382915912002
RC2_0210,T02,2022-04-07,Yakima,13461.462,159.3043196,7,78018972.0,121.776,9.04626852566237e-06,10.43,1.72,4,1.1784680609247176,0.027682983164062206,0.15592343086741295
RC2_0211,T07,2022-04-07,Yakima,14144.7249,175.517336,7,78018963.0,139.9008,9.890669559787622e-06,10.9,1.75,4,1.255462252416101,0.02859968820081028,0.1665967081638823
